grid_price_cents_per_kwh,grid_cost_usd_per_mwh,gas_cost_usd_per_mwh,solar_cost_usd_per_mwh,hybrid_cost_usd_per_mwh
24.6969696969697,246.969696969697,83.2050963659661,41.290197221412605,73.056156879234
24.94949494949495,249.4949494949495,83.2050963659661,41.290197221412605,73.056156879234
25.202020202020204,252.02020202020205,83.2050963659661,41.290197221412605,73.056156879234
25.454545454545457,254.54545454545456,83.2050963659661,41.290197221412605,73.056156879234
25.70707070707071,257.0707070707071,83.2050963659661,41.290197221412605,73.056156879234
25.959595959595962,259.59595959595964,83.2050963659661,41.290197221412605,73.056156879234
26.212121212121215,262.1212121212121,83.2050963659661,41.290197221412605,73.056156879234
26.464646464646467,264.64646464646466,83.2050963659661,41.290197221412605,73.056156879234
26.71717171717172,267.1717171717172,83.2050963659661,41.290197221412605,73.056156879234
26.969696969696972,269.69696969696975,83.2050963659661,41.290197221412605,73.056156879234
27.222222222222225,272.22222222222223,83.2050963659661,41.290197221412605,73.056156879234
27.474747474747478,274.74747474747477,83.2050963659661,41.290197221412605,73.056156879234
27.72727272727273,277.2727272727273,83.2050963659661,41.290197221412605,73.056156879234
27.979797979797983,279.79797979797985,83.2050963659661,41.290197221412605,73.056156879234
28.232323232323235,282.32323232323233,83.2050963659661,41.290197221412605,73.056156879234
28.484848484848488,284.8484848484849,83.2050963659661,41.290197221412605,73.056156879234
28.73737373737374,287.3737373737374,83.2050963659661,41.290197221412605,73.056156879234
28.989898989898993,289.89898989898995,83.2050963659661,41.290197221412605,73.056156879234
29.242424242424242,292.42424242424244,83.2050963659661,41.290197221412605,73.056156879234
29.494949494949495,294.9494949494949,83.2050963659661,41.290197221412605,73.056156879234
29.747474747474747,297.47474747474746,83.2050963659661,41.290197221412605,73.056156879234
30.0,300.0,83.2050963659661,41.290197221412605,73.056156879234
